STATION,DATE,PRCP
GHCND:USW00023160,20120414,30
GHCND:USW00023160,20120415,0
GHCND:USW00023160,20120416,0
GHCND:USW00023160,20120417,0
GHCND:USW00023160,20120418,0
GHCND:USW00023160,20120419,0
GHCND:USW00023160,20120420,0
GHCND:USW00023160,20120421,0
GHCND:USW00023160,20120422,0
GHCND:USW00023160,20120423,0
GHCND:USW00023160,20120424,0
GHCND:USW00023160,20120425,0
GHCND:USW00023160,20120426,0
GHCND:USW00023160,20120427,0
GHCND:USW00023160,20120428,0
GHCND:USW00023160,20120429,0
GHCND:USW00023160,20120430,0
GHCND:USW00023160,20120501,0
GHCND:USW00023160,20120502,0
GHCND:USW00023160,20120503,0
GHCND:USW00023160,20120504,0
GHCND:USW00023160,20120505,0
GHCND:USW00023160,20120506,0
GHCND:USW00023160,20120507,0
GHCND:USW00023160,20120508,0
GHCND:USW00023160,20120509,0
GHCND:USW00023160,20120510,0
GHCND:USW00023160,20120511,0
GHCND:USW00023160,20120512,0
GHCND:USW00023160,20120513,0
GHCND:USW00023160,20120514,0
GHCND:USW00023160,20120515,0
GHCND:USW00023160,20120516,0
GHCND:USW00023160,20120517,0
GHCND:USW00023160,20120518,0
GHCND:USW00023160,20120519,0
GHCND:USW00023160,20120520,0
GHCND:USW00023160,20120521,0
GHCND:USW00023160,20120522,0
GHCND:USW00023160,20120523,0
GHCND:USW00023160,20120524,0
GHCND:USW00023160,20120525,0
GHCND:USW00023160,20120526,0
GHCND:USW00023160,20120527,0
GHCND:USW00023160,20120528,0
GHCND:USW00023160,20120529,0
GHCND:USW00023160,20120530,0
GHCND:USW00023160,20120531,0
GHCND:USW00023160,20120601,0
GHCND:USW00023160,20120602,0
GHCND:USW00023160,20120603,0
GHCND:USW00023160,20120604,0
GHCND:USW00023160,20120605,0
GHCND:USW00023160,20120606,0
GHCND:USW00023160,20120607,0
GHCND:USW00023160,20120608,0
GHCND:USW00023160,20120609,0
GHCND:USW00023160,20120610,0
GHCND:USW00023160,20120611,0
GHCND:USW00023160,20120612,0
GHCND:USW00023160,20120613,0
GHCND:USW00023160,20120614,0
GHCND:USW00023160,20120615,0
GHCND:USW00023160,20120616,74
GHCND:USW00023160,20120617,0
GHCND:USW00023160,20120618,0
GHCND:USW00023160,20120619,0
GHCND:USW00023160,20120620,0
GHCND:USW00023160,20120621,0
GHCND:USW00023160,20120622,0
GHCND:USW00023160,20120623,0
GHCND:USW00023160,20120624,0
GHCND:USW00023160,20120625,0
GHCND:USW00023160,20120626,13
GHCND:USW00023160,20120627,0
GHCND:USW00023160,20120628,0
GHCND:USW00023160,20120629,0
GHCND:USW00023160,20120630,0
GHCND:USW00023160,20120701,0
GHCND:USW00023160,20120702,0
GHCND:USW00023160,20120703,15
GHCND:USW00023160,20120704,198
GHCND:USW00023160,20120705,0
GHCND:USW00023160,20120706,0
GHCND:USW00023160,20120707,0
GHCND:USW00023160,20120708,5
GHCND:USW00023160,20120709,0
GHCND:USW00023160,20120710,30
GHCND:USW00023160,20120711,0
GHCND:USW00023160,20120712,3
GHCND:USW00023160,20120713,5
GHCND:USW00023160,20120714,196
GHCND:USW00023160,20120715,269
GHCND:USW00023160,20120716,170
GHCND:USW00023160,20120717,0
GHCND:USW00023160,20120718,0
GHCND:USW00023160,20120719,0
GHCND:USW00023160,20120720,142
GHCND:USW00023160,20120721,0
GHCND:USW00023160,20120722,0
GHCND:USW00023160,20120723,0
GHCND:USW00023160,20120724,0
GHCND:USW00023160,20120725,0
GHCND:USW00023160,20120726,0
GHCND:USW00023160,20120727,3
GHCND:USW00023160,20120728,13
GHCND:USW00023160,20120729,0
GHCND:USW00023160,20120730,0
GHCND:USW00023160,20120731,0
GHCND:USW00023160,20120801,0
GHCND:USW00023160,20120802,0
GHCND:USW00023160,20120803,0
GHCND:USW00023160,20120804,0
GHCND:USW00023160,20120805,0
GHCND:USW00023160,20120806,0
GHCND:USW00023160,20120807,5
GHCND:USW00023160,20120808,0
GHCND:USW00023160,20120809,0
GHCND:USW00023160,20120810,0
GHCND:USW00023160,20120811,25
GHCND:USW00023160,20120812,0
GHCND:USW00023160,20120813,0
GHCND:USW00023160,20120814,10
GHCND:USW00023160,20120815,3
GHCND:USW00023160,20120816,0
GHCND:USW00023160,20120817,5
GHCND:USW00023160,20120818,0
GHCND:USW00023160,20120819,56
GHCND:USW00023160,20120820,0
GHCND:USW00023160,20120821,84
GHCND:USW00023160,20120822,104
GHCND:USW00023160,20120823,0
GHCND:USW00023160,20120824,0
GHCND:USW00023160,20120825,0
GHCND:USW00023160,20120826,0
GHCND:USW00023160,20120827,5
GHCND:USW00023160,20120828,0
GHCND:USW00023160,20120829,0
GHCND:USW00023160,20120830,0
GHCND:USW00023160,20120831,0
GHCND:USW00023160,20120901,0
GHCND:USW00023160,20120902,0
GHCND:USW00023160,20120903,0
GHCND:USW00023160,20120904,0
GHCND:USW00023160,20120905,0
GHCND:USW00023160,20120906,0
GHCND:USW00023160,20120907,0
GHCND:USW00023160,20120908,0
